,VideoID,Start,End,AnnotationTime,Description,true_id,Tenemos video
57884,l5JJ2n2ggiQ,319,327,119,Animation of Superman removing large slabs of concrete away from a door.,l5JJ2n2ggiQ_319_327,1
57940,M4It3DrhbE0,13,22,45,A kitten tries to subdue a bunny.,M4It3DrhbE0_13_22,1
57999,lcu-DwrnYY8,2,5,42,A boy does a back flip into the pool.,lcu-DwrnYY8_2_5,1
58077,MHWxjWwAbwM,10,25,61,A dog climbs up some carpeted stairs.,MHWxjWwAbwM_10_25,1
58122,auFXfsCzAvQ,1,15,42,A dog tries to drink from a pool.,auFXfsCzAvQ_1_15,1
58193,ZL7P_XmSnEY,205,209,54,a band playing music,ZL7P_XmSnEY_205_209,1
58268,DuMkW35BwK8,43,47,105,A person is peeling the skin off a potato using a knife.,DuMkW35BwK8_43_47,1
58334,TF6LNmwDr_0,2,10,29,A cat licking a lollipop.,TF6LNmwDr_0_2_10,1
58463,veE0E79dEEc,18,45,165,A chef doing a demonstration about slicing potatoes.,veE0E79dEEc_18_45,1
58541,6ZZkO14S7GY,5,15,31,A little girl is playing the flute.,6ZZkO14S7GY_5_15,1
58589,I_-Nb_0RxpM,1,15,70,A man is dancing on a sidewalk with his hands in his pants pockets.,I_-Nb_0RxpM_1_15,1
58723,BGG0uYWZBdw,6,12,26,A man does a stunt on a bmx bike.,BGG0uYWZBdw_6_12,1
58845,qDjtN7xxNr4,44,51,136,Two men are fighting outdoors with a crowd looking on.,qDjtN7xxNr4_44_51,1
58899,eTnlw7v8ea0,36,50,148,"Someone is dropping french fries individually into a large kettle and deep frying them, periodically stirring them with a slotted spoon.",eTnlw7v8ea0_36_50,1
59014,-bjOB4zS0uE,100,105,52,A woman is stirring a substance in a wine glass.,-bjOB4zS0uE_100_105,1
59120,haJn6k5zVnE,1,23,14,A man is playing a keyboard piano.,haJn6k5zVnE_1_23,1
59183,88p7U5CnoYU,1,10,58,A panda is patting his side.,88p7U5CnoYU_1_10,1
59298,81fABEiwcIM,31,45,32,A man plays the guitar and sings onstage.,81fABEiwcIM_31_45,1
59352,pqTWUzehCUM,42,47,46,Two guys skating downhill.,pqTWUzehCUM_42_47,1
59471,inzk2fTUe1w,1,15,16,a man pealing a banana,inzk2fTUe1w_1_15,1
59545,izU1dDwnuMY,80,92,12,Three men are biking in the woods.,izU1dDwnuMY_80_92,1
59652,7xNG7qGY9rw,14,29,21,a chef mixing flour in a bowl,7xNG7qGY9rw_14_29,1
59719,Xwrl4htUPjo,22,38,51,a man is cooking an egg,Xwrl4htUPjo_22_38,1
59766,aQWCKcg0VRU,321,339,87,A man is stirring chocolate in a huge bucket.,aQWCKcg0VRU_321_339,1
59839,3lBHYoI5V8s,30,45,56,cutting a food in half,3lBHYoI5V8s_30_45,1
59916,b71bI0rH1g8,75,90,36,A man is loading his gun.,b71bI0rH1g8_75_90,1
59976,9gbUM9oHBNI,557,563,50,A man is drinking a clear liquid from a glass.,9gbUM9oHBNI_557_563,1
60028,Gw0FU733zzg,58,66,34,A monkey pulls the tail of a dog.,Gw0FU733zzg_58_66,1
60095,-joBOHlg5J0,72,80,25,A woman powders her face.,-joBOHlg5J0_72_80,1
60154,Kms3EXosNS0,8,17,23,a chef pealing a onion for a dish,Kms3EXosNS0_8_17,1
60235,778mkceE0UQ,40,46,63,A red car with two black stripes on the hood is being driven down the street.,778mkceE0UQ_40_46,1
60343,urXDqw3S34I,12,17,154,A car is driven down the road.,urXDqw3S34I_12_17,1
60595,i2sRHf9m5KM,28,42,57,A dog climbs into an open clothes dryer.,i2sRHf9m5KM_28_42,1
60651,fkONJEgTNJY,25,35,100,A dog is standing on the steps of a swimming pool playing with the foamy water created by a garden hose.,fkONJEgTNJY_25_35,1
60699,zWVQImPY2Cc,27,44,27,A man is cleaning his sink.,zWVQImPY2Cc_27_44,1
60757,uO7Eysrs8_k,80,90,42,A man rides a street bike through the town.,uO7Eysrs8_k_80_90,1
60817,XNzXXiE6qR4,0,10,57,A black dog is riding a skateboard.,XNzXXiE6qR4_0_10,1
60946,YRSOc193Pxc,68,73,37,A boy attacks a piece of red paper with a pair of scissors.,YRSOc193Pxc_68_73,1
61020,GzlnqrzdYHU,32,40,65,A man and a woman are on stage singing into hand-held microphones.,GzlnqrzdYHU_32_40,1
61067,onxE6PpEXes,8,25,36,Two kids are playing on the beach.,onxE6PpEXes_8_25,1
61140,11xs9mFKObs,0,8,69,A penguin is carrying a stuffed penguin backpack and walking down a street.,11xs9mFKObs_0_8,1
61234,EKL6elkbFy0,16,30,59,A pencil is being sharpened.,EKL6elkbFy0_16_30,1
61302,AoNnzlGhI04,112,128,30,A woman on her bed is watching TV.,AoNnzlGhI04_112_128,1
61418,zTn-nNj5Bng,61,77,28,A woman is riding her horse.,zTn-nNj5Bng_61_77,1
61489,kBjUDCyDCuI,20,26,156,A man is firing some type of firearm on full automatic.,kBjUDCyDCuI_20_26,1
61567,9LHg5RUGukI,63,68,64,A man takes two Toaster Scrambles out of a plastic bag.,9LHg5RUGukI_63_68,1
61606,W_iR4YVCxUY,8,15,104,A black colored pet dog is biting a stuffed toy fish.,W_iR4YVCxUY_8_15,1
61681,z0Si1XxMibg,0,30,31,A baby gets licked by a dog.,z0Si1XxMibg_0_30,1
61743,Rq_VfjGH7kg,104,110,577,A couple ride on a scooter.,Rq_VfjGH7kg_104_110,1
61805,qLwgb3F0aPU,298,305,102,A group of men are running behind another man and mimicking all his actions.,qLwgb3F0aPU_298_305,1
61849,pRpeEdMmmQ0,1,18,58,A man kicked a soccer ball.,pRpeEdMmmQ0_1_18,1
61910,fKqBnl8D1Qo,5,44,18,Two people are putting on a play.,fKqBnl8D1Qo_5_44,1
61970,EA-J-Y6QjUo,40,61,40,A cat opens a drawer and climbs in.,EA-J-Y6QjUo_40_61,1
62092,7ZE2OzguWHo,28,38,78,Three young men are synchronized dancing.,7ZE2OzguWHo_28_38,1
62156,yYA7YXIKbg4,9,14,51,A dog on a leash and a woman are walking on the same treadmill.,yYA7YXIKbg4_9_14,1
62202,8D_oQnBPfNo,43,50,27,A cat cleans itself.,8D_oQnBPfNo_43_50,1
62273,z8dcUzdi2bw,3,16,33,A person is folding a piece of paper.,z8dcUzdi2bw_3_16,1
62335,aM-RcQj0a7I,37,55,63,Chicken is being stirred in boiled.,aM-RcQj0a7I_37_55,1
62387,JIKaIriiK8w,0,15,171,A little puppy is turning on its back.,JIKaIriiK8w_0_15,1
62466,jfrrO5K_vKM,55,65,31,A man is opening a box up.,jfrrO5K_vKM_55_65,1
62526,htWPOGTagec,2,18,17,A boy is playing a keyboard.,htWPOGTagec_2_18,1
62592,wzfkC2TjdeQ,0,31,74,A baby is repeatedly kissing his reflection in a mirror.,wzfkC2TjdeQ_0_31,1
62653,p7IAuvd87hQ,12,19,37,A horse is pulling three girls on a cart.,p7IAuvd87hQ_12_19,1
62736,dMH0bHeiRNg,3,14,30,A man is dancing onstage.,dMH0bHeiRNg_3_14,1
62804,YZ0-6hdQ0mU,0,3,63,A man is tying his tennis shoe in a bow.,YZ0-6hdQ0mU_0_3,1
62860,HxRK-WqZ5Gk,30,50,34,A boy goes down a water slide.,HxRK-WqZ5Gk_30_50,1
62925,oBt257I-pL0,0,10,86,Women lined up on a dock dive into a lake and start swimming in a race.,oBt257I-pL0_0_10,1
62960,y8SDRc4IOjs,94,99,30,Meat is being chopped.,y8SDRc4IOjs_94_99,1
63171,SFFfhAUEoj0,10,16,66,A young man is seated in a chair playing a guitar.,SFFfhAUEoj0_10_16,1
63208,eyMYc-37Sk4,0,10,16,The cat is playing.,eyMYc-37Sk4_0_10,1
63391,60x_yxy7Sfw,1,7,89,A man is staring at a picture of a woman on his laptop computer screen.,60x_yxy7Sfw_1_7,1
63497,R24RktgUi-s,24,28,41,A soccer player is running on a field.,R24RktgUi-s_24_28,1
63574,CjvMNwpAFWM,56,66,53,Two puppies are wrestling and nipping at each other.,CjvMNwpAFWM_56_66,1
63625,w28TljSqtW8,64,75,41,A man is slicing onions.,w28TljSqtW8_64_75,1
63692,p6T3XrnYtFk,4,13,23,A goat is walking about.,p6T3XrnYtFk_4_13,1
63757,5AEldiUP408,65,71,56,A man is running down a street in his underwear.,5AEldiUP408_65_71,1
63806,IHIa75B9AhI,2,26,69,A female blows a huge gum bubble.,IHIa75B9AhI_2_26,1
63889,zv2RIbUsnSw,159,162,61,A girl and a boy are sliding down a water slide.,zv2RIbUsnSw_159_162,1
63924,RQYLGNbal2c,5,10,30,Men are riding horses at night.,RQYLGNbal2c_5_10,1
64059,-dm-ds5rRaM,44,52,777,Ussain Bolt winning a race.,-dm-ds5rRaM_44_52,1
64233,OIg10Bl7urs,0,10,49,A cat is eating corn on the cob.,OIg10Bl7urs_0_10,1
64329,QqYWLR47eLI,10,18,113,An animal is sitting on the wooden arm of a kitchen chair and eating something red.,QqYWLR47eLI_10_18,1
64379,CcvJs77L-e8,15,22,157,Three people are carrying heavy canvas sacks as they are walking in the grass.,CcvJs77L-e8_15_22,1
64430,Ya-MkA187c8,36,45,19,A woman is playing the guitar.,Ya-MkA187c8_36_45,1
64499,2jkExrrm_sQ,19,25,34,A dog swims with a shark.,2jkExrrm_sQ_19_25,1
64574,k-SWy-sU8cE,5,10,44,A long-haired man in glasses is playing a guitar.,k-SWy-sU8cE_5_10,1
64625,s-dSFyz_5Ww,31,41,62,Two women in two-piece bathing suits are wrestling.,s-dSFyz_5Ww_31_41,1
64683,3chNlP5TeO8,0,10,48,A plane shoots out of water.,3chNlP5TeO8_0_10,1
64724,dq7agmFWkq0,5,9,51,A black cat runs on it's front paws.,dq7agmFWkq0_5_9,1
64838,k4hhWYtaQ14,0,10,24,A baby and a dog are playing with a ball.,k4hhWYtaQ14_0_10,1
64896,AzMrltkXGJk,0,10,30,A boy bangs on the window.,AzMrltkXGJk_0_10,1
64962,lGk1MA6YP-M,36,48,47,A woman rides her horse at walking speed.,lGk1MA6YP-M_36_48,1
65036,oeaVXK2GAyc,4,21,87,A little girl is talking on the phone.,oeaVXK2GAyc_4_21,1
65108,fMXfphSi6Yw,7,12,557,"A female gymnast does a flip , then falls wrong.",fMXfphSi6Yw_7_12,1
65174,ejgwQqCHN1E,7,12,45,A man is writing a note.,ejgwQqCHN1E_7_12,1
65229,4Hhdr1IPOGs,90,98,15,A baby is sleeping on a couch.,4Hhdr1IPOGs_90_98,1
65286,Fe4tO5vW9_E,64,70,85,Ingredients are being mixed in a bowl.,Fe4tO5vW9_E_64_70,1
65400,x1i0UOssll8,141,151,49,A man tries to reel in a shark at sea.,x1i0UOssll8_141_151,1
65455,o4OsYxsNGMI,77,82,75,Paper is being cut with scissors.,o4OsYxsNGMI_77_82,1
65701,He7Ge7Sogrk,47,70,34,An elephant is painting a picture.,He7Ge7Sogrk_47_70,1
65832,glii-kazad8,21,29,32,A small dog goes to the edge of the dock.,glii-kazad8_21_29,1
65901,HZ-BuDDmvVk,0,10,22,A kitten is playing with a ball.,HZ-BuDDmvVk_0_10,1
65950,gXVaC3gBWbc,22,30,48,A woman demonstrating how to prepare a baked potato.,gXVaC3gBWbc_22_30,1
66015,cJOZp2ZftCw,1,12,29,A bird is dancing on a chair.,cJOZp2ZftCw_1_12,1
66091,5dZ8PXABC30,14,20,81,People are being transported on stretchers.,5dZ8PXABC30_14_20,1
66181,ObBss94n3gI,35,46,33,A man slices an onion.,ObBss94n3gI_35_46,1
66305,4yf2WP6K1gQ,28,32,33,A woman taking a bath.,4yf2WP6K1gQ_28_32,1
66370,Cjf21Y19aUQ,82,86,603,A long-haired man in a construction hat removes his sunglasses while he is talking.,Cjf21Y19aUQ_82_86,1
66429,nohvigNMsbo,199,207,19,A woman is adding oil to a dish.,nohvigNMsbo_199_207,1
66663,eoP-SCgYM2w,49,60,144,Someone with gloved hands gives a boy two shots in the arm then wipes the area with gauze.,eoP-SCgYM2w_49_60,1
66725,4UOVKok7j1U,1,8,71,A young man is playing an acoustical guitar.,4UOVKok7j1U_1_8,1
66774,DlOhXqKcLXk,7,14,61,A young woman is singing and playing the guitar.,DlOhXqKcLXk_7_14,1
66885,5QJf-l4lPJw,133,138,46,A woman is cracking an egg.,5QJf-l4lPJw_133_138,1
66939,21uB8g-jDZI,70,79,37,A man rides a mini scooter.,21uB8g-jDZI_70_79,1
67015,j4dMnAPZu70,12,17,69,A panda slides down a slide on his stomach and lands in the snow.,j4dMnAPZu70_12_17,1
67066,gqxpGOHUH9k,113,119,60,Many men and women are dancing in the street.,gqxpGOHUH9k_113_119,1
67121,lSnWhsmlGec,5,10,41,A man is playing a guitar.,lSnWhsmlGec_5_10,1
67163,UgUFP5baQ9Y,0,10,14,Three woman are dancing.,UgUFP5baQ9Y_0_10,1
67209,nCtZFOYAlvQ,44,49,15,a person skiing down a moutain,nCtZFOYAlvQ_44_49,1
67337,c53HKs39i28,26,35,45,A chef is cutting cauliflower.,c53HKs39i28_26_35,1
67456,q6vz80UkVtw,0,7,47,A cat is drinking water out of a faucet.,q6vz80UkVtw_0_7,1
67504,ITNh8tWZPOA,5,25,18,A guy is playing guitar.,ITNh8tWZPOA_5_25,1
67569,ruoHOXo2PRQ,2,20,14,A girl is playing guitar.,ruoHOXo2PRQ_2_20,1
67639,5-8z5U-o4O4,0,3,19,Horses are racing.,5-8z5U-o4O4_0_3,1
67704,uGDuIyfJXXg,23,33,52,An elderly man gets into the passenger side of a red car.,uGDuIyfJXXg_23_33,1
67751,c_XV7nPoRg8,2,12,52,A young man wearing a straw hat is playing the trumpet.,c_XV7nPoRg8_2_12,1
67817,NVGGgncVq-4,111,117,138,A girl is running as the ground is cracking open behind her and she drops her stuffed bear.,NVGGgncVq-4_111_117,1
68124,hFERWnoc-nU,0,12,12,A woman and man are talking.,hFERWnoc-nU_0_12,1
68181,kSzS_lFtJDk,55,70,53,A police car is chasing another car that spins out of control.,kSzS_lFtJDk_55_70,1
68406,0xx13BuvVmo,25,36,85,a littel boy is taking bathing,0xx13BuvVmo_25_36,1
68445,eb-Zp4pJLKk,2,19,24,A smiling baby is crawling down a hallway.,eb-Zp4pJLKk_2_19,1
68521,j1Z890_Q3so,131,138,63,A woman is stirring a white substance in a metal bowl.,j1Z890_Q3so_131_138,1
68576,QsvBYKaCXEc,5,15,72,A big fish is swimming in the water.,QsvBYKaCXEc_5_15,1
68632,7M-jsjLB20Y,11,30,49,A cat play with a hand.,7M-jsjLB20Y_11_30,1
68701,08pVpBq706k,175,212,26,a cat get his head stuck in a bag,08pVpBq706k_175_212,1
68771,uiLr9bdOL0M,23,30,100,A large bird standing on a table picks up a plastic glass containing liquid and places it in a bowl of something.,uiLr9bdOL0M_23_30,1
68815,GlW6n43pUQA,0,12,47,A man is dancing.,GlW6n43pUQA_0_12,1
68876,8yuPGwxwdPs,1,10,180,A young man is showing and talking about a Christmas card that has a moving ornament on a tree when the man manipulates the card.,8yuPGwxwdPs_1_10,1
68979,hPyU5KjpWVc,0,35,97,Someone slowly lights a lighter and holds it a long time.,hPyU5KjpWVc_0_35,1
69045,QhRqJp-CgEs,7,14,42,A girl floats on a raft.,QhRqJp-CgEs_7_14,1
69171,s8utHZYTNTs,35,42,108,Someone cuts a circle out of a piece of pink paper and cuts into the center on one side with scissors.,s8utHZYTNTs_35_42,1
69215,x_8RiVI6rH8,41,54,31,"A boy made a skull ""talk"" by moving the mouth with his hands.",x_8RiVI6rH8_41_54,1
69273,PD6eQY7yCfw,32,37,81,A young man throws a basketball from a long distance and makes a basket.,PD6eQY7yCfw_32_37,1
69401,Xxcv5jvRmcg,39,46,48,A woman picks a lobster from a box.,Xxcv5jvRmcg_39_46,1
69546,tZmDWltBziM,42,47,59,A man runs and then falls down.,tZmDWltBziM_42_47,1
69647,6BrHPMdyVtU,1,10,625,A boy playing a piano.,6BrHPMdyVtU_1_10,1
69716,kk3TIio1-Uw,5,14,96,A man a playing a violin.,kk3TIio1-Uw_5_14,1
69806,0bSz70pYAP0,5,15,217,An airplane is flying in a wide circular pattern.,0bSz70pYAP0_5_15,1
69868,kI6MWZrl8v8,149,161,58,Wyclef Jean is playing a guitar and singing in a mall.,kI6MWZrl8v8_149_161,1
69917,MrQd1zUVRUM,103,110,16,The women were kissing each other.,MrQd1zUVRUM_103_110,1
69987,sXyjCgR0rAc,0,11,58,Two people standing kiss and hug in the dark.,sXyjCgR0rAc_0_11,1
70105,s0hwEUC5emA,127,132,63,A woman shakes the hand of a man at the door.,s0hwEUC5emA_127_132,1
70260,fVWUaH2mCt4,1,7,49,A deer is on someones back.,fVWUaH2mCt4_1_7,1
70333,fHfpMUDrQCs,17,31,28,Bruce Willis is drying off a woman.,fHfpMUDrQCs_17_31,1
70443,Xp6rxW4hFFo,32,40,90,A man pokes a drinking straw below his chin and opens his mouth to reveal the straw.,Xp6rxW4hFFo_32_40,1
70493,t4aPGtx7e6k,0,10,100,"A monkey pulls a dog's tail and is chased by the dog, then comes back and yanks on the dog's leg and runs away.",t4aPGtx7e6k_0_10,1
70546,W20Btaww6zc,134,139,32,A man chopping mushrooms.,W20Btaww6zc_134_139,1
70668,xTd_IdIcB4s,2,10,116,A toddler walking on a treadmill.,xTd_IdIcB4s_2_10,1
70794,8yS2wqwActs,2,14,28,A dog runs in the back yard.,8yS2wqwActs_2_14,1
70862,O2qiPS2NCeY,2,18,27,A bird is eating from a dish in a tree.,O2qiPS2NCeY_2_18,1
71054,5OvgDatToBU,0,8,63,A white kitten is on a table lapping milk from a plate.,5OvgDatToBU_0_8,1
71108,EPXsiQw9vvo,1,12,36,A teenage boy riding a dirt bike over a car,EPXsiQw9vvo_1_12,1
71170,T6lPRKRpu9w,32,39,17,Two men are talking.,T6lPRKRpu9w_32_39,1
71285,gnEE6oWoz7U,124,132,27,A man fires a revolver.,gnEE6oWoz7U_124_132,1
71340,A6XrTsLsUbA,4,15,59,A cat plays piano.,A6XrTsLsUbA_4_15,1
71524,d7Gs0uGFLh0,5,13,80,A girl is sitting on the floor facing away and dancing.,d7Gs0uGFLh0_5_13,1
71618,SKhmFSV-XB0,12,18,52,A little girl shown singing.,SKhmFSV-XB0_12_18,1
71646,AJJ-iQkbRNE,97,109,64,A man slices a pineapple.,AJJ-iQkbRNE_97_109,1
71717,UqBafx3iRKw,22,29,24,A tiger club is playing with a ball.,UqBafx3iRKw_22_29,1
71794,TdYN7cePiRI,6,13,87,A very muscular man is lifting barbells.,TdYN7cePiRI_6_13,1
71856,B4foOe9kUgY,0,8,132,"A panda is sitting on his bottom, moving his bottom back and forth as if to scratch it.",B4foOe9kUgY_0_8,1
71916,c_-eFL7Sfw4,19,35,52,A man is riding a motor-cycle on the one wheel.,c_-eFL7Sfw4_19_35,1
72020,MW21lp833Vo,143,149,64,A man is crying while tying a rope into a noose.,MW21lp833Vo_143_149,1
72192,qqYysi3qotc,148,195,29,A woman is braiding her hair.,qqYysi3qotc_148_195,1
72251,BApIQn69EVE,10,16,62,An okapi is grazing off a tree.,BApIQn69EVE_10_16,1
72286,s-XjRDsYuzU,0,12,49,a man is slicing meat,s-XjRDsYuzU_0_12,1
72456,6gQu8PWhFoQ,30,35,17,A biker is diving in the water with his bike.,6gQu8PWhFoQ_30_35,1
72582,UxhKb-zZoWE,0,15,44,A sumo wrestling match is going on.,UxhKb-zZoWE_0_15,1
72649,WFNXwor69-U,33,40,21,a elephant going into a food store,WFNXwor69-U_33_40,1
72732,nrZyPuRd5pU,85,92,104,A black and white cat is standing on his rear paws waving his front paws when he is attacked by a larger yellow cat.,nrZyPuRd5pU_85_92,1
72826,5CS4nLI2ZX8,50,59,298,Two elephants appear to be pushing a convertible with a woman in the driver's seat and a man either sitting on the top of the backseat or standing on the passenger side in the front holding onto the windshield.,5CS4nLI2ZX8_50_59,1
72889,dJCtOz32dnw,40,60,156,Steve Martin  doing a magic act with eggs.,dJCtOz32dnw_40_60,1
72948,yFPHhRat6bc,160,210,54,How to make fried pork chops.,yFPHhRat6bc_160_210,1
72987,pdrBPJYfTC8,33,39,32,Cups are moving across a table.,pdrBPJYfTC8_33_39,1
73105,yNy9jTeolUk,8,12,26,A baby moose gets a drink from a water sprinkler.,yNy9jTeolUk_8_12,1
73183,MdOAr_4FJvc,5,15,15,A boy is playing piano.,MdOAr_4FJvc_5_15,1
73511,tBj4Ny19vfQ,54,59,51,A animal in the woods is sniffing.,tBj4Ny19vfQ_54_59,1
73572,YJ2aGe7CLBo,25,35,63,A boy is playing with a telephone.,YJ2aGe7CLBo_25_35,1
73617,gjVBEJGHrXk,26,38,48,A cat chases a dog.,gjVBEJGHrXk_26_38,1
73696,nc8hwLaOyZU,1,19,73,A monkey is riding a bicycle with training wheels in circles.,nc8hwLaOyZU_1_19,1
73828,30PpKtVT8Z4,35,50,46,A man is singing and playing the guitar.,30PpKtVT8Z4_35_50,1
73898,B7mP4zoDMwM,0,17,40,A cat watches dominoes fall.,B7mP4zoDMwM_0_17,1
73967,992zi9V3oiQ,15,17,96,A man swings a weapon at a snake.,992zi9V3oiQ_15_17,1
74026,gbbRwBZuhzI,26,40,32,A young boy plays the violin on stage.,gbbRwBZuhzI_26_40,1
74112,Wnz3IevSNg0,1,8,175,A man sitting on frozen ice is fishing when he is knocked into the water by a whale that comes crashing through the ice.,Wnz3IevSNg0_1_8,1
74210,lrZxpneS6Gk,0,12,117,A little girl is ice skating while holding two dolls on the ice pretending that the dolls are skating too.,lrZxpneS6Gk_0_12,1
74349,WeOU0Iba1Xg,1,30,2150,A man galloping on his horse.,WeOU0Iba1Xg_1_30,1
74413,oSnYUfCGiCA,7,17,20,A girl applied eye makeup with a pencil.,oSnYUfCGiCA_7_17,1
74486,L6dEUQ6WiHY,136,142,109,"A man jumps from a wooden structure to a wooden dock and slips, falling backwards into the water.",L6dEUQ6WiHY_136_142,1
74658,OaBmAg6gz30,4,18,77,Someone is slicing a cucumber using a hand slicer.,OaBmAg6gz30_4_18,1
74765,iyAoiWeD53k,120,127,135,"One woman is cooking some kind of coated meat in a pan on a hotplate, when another woman pours a white liquid into the pan.",iyAoiWeD53k_120_127,1
74817,jsEUFYhiqxU,121,128,55,A bunny runs across a field.,jsEUFYhiqxU_121_128,1
74915,a-cek0mvXxE,15,25,24,A man is polishing a floor.,a-cek0mvXxE_15_25,1
74979,BR4yQFZK9YM,101,110,12,A woman is running on a treadmill.,BR4yQFZK9YM_101_110,1
75029,O9yLRzpPp44,36,55,143,A woman is talking while opening and applying a tube of mascara to her lashes.,O9yLRzpPp44_36_55,1
75065,MHIVmf42Ao4,31,36,25,A man is pouring pancake mixture into a frying pan.,MHIVmf42Ao4_31_36,1
75190,HkpUWzNNVt4,20,30,90,Two couples are interacting.,HkpUWzNNVt4_20_30,1
75252,LEz0puaKNTk,38,48,35,A man kneads a wad of dough.,LEz0puaKNTk_38_48,1
75323,4VLrxtf7Z_8,0,7,91,Someone riding a horse is jumping hurdles.,4VLrxtf7Z_8_0_7,1
75372,tPkZK-PzeQE,10,28,86,A watermelon is being sliced with a cleaver.,tPkZK-PzeQE_10_28,1
75417,kIZanu909lw,67,80,37,An onion is being cut.,kIZanu909lw_67_80,1
75781,LLkehH86ABY,30,36,66,A young man seated on the floor is playing a guitar.,LLkehH86ABY_30_36,1
75827,2xpIT0L4GqE,1,10,66,A man gets sprinkled with purple water.,2xpIT0L4GqE_1_10,1
75872,dtwXtwJByYk,5,14,154,A woman is sitting in a field talking to herself as she is writing something down on paper.,dtwXtwJByYk_5_14,1
75920,aCKNdip53W4,0,25,32,A sleepy baby is sitting on the floor.,aCKNdip53W4_0_25,1
75976,lR8RrUBhCQg,5,15,12,A man is playing the trumpet.,lR8RrUBhCQg_5_15,1
76041,qIXs7fUoLIg,1,11,20,A little girl singing.,qIXs7fUoLIg_1_11,1
76094,71soiLO6I9U,15,24,17,A hedgehog goes into its house.,71soiLO6I9U_15_24,1
76153,GMuijLIJH-U,1,10,65,A large group of people are outdoors line dancing.,GMuijLIJH-U_1_10,1
76195,ZK4W-2ifl6I,1,28,51,A dog drinks its bath water.,ZK4W-2ifl6I_1_28,1
76261,sTMlQSbAGfE,0,12,40,A man petting a crocodile.,sTMlQSbAGfE_0_12,1
76395,1TjqADyYyxI,36,45,25,a man falling out off a bike,1TjqADyYyxI_36_45,1
76460,zkTn5Ef1Oig,71,75,64,Two elephants are splashing in water with their trunks.,zkTn5Ef1Oig_71_75,1
76504,cmQ3SiIaWy4,4,20,136,A cat hidden in a box swats at someone's hand when it is placed near the cat's box.,cmQ3SiIaWy4_4_20,1
76563,itxzpFW1z7E,22,36,77,A kitten waves while knawing it's hip.,itxzpFW1z7E_22_36,1
76646,YndZ9YulpTo,61,76,67,Someone is chopping up a tomato into small pieces.,YndZ9YulpTo_61_76,1
76698,Eamd2wMKixs,48,72,120,An airplane takes off and the wheels are drawn up inside the plane.,Eamd2wMKixs_48_72,1
76749,jI58q6rcNLc,8,18,45,A man is playing a guitar.,jI58q6rcNLc_8_18,1
76818,3mbBbFH9fAg,21,29,32,A group of men is smiling.,3mbBbFH9fAg_21_29,1
76868,dJ3ba9zwx6c,5,15,49,Someone is playing the piano.,dJ3ba9zwx6c_5_15,1
76928,25NmudB2fqg,0,7,52,Apollo Creed slugs Rocky.,25NmudB2fqg_0_7,1
77127,krAk8WPZRL4,207,212,642,A car blows up.,krAk8WPZRL4_207_212,1
77178,d7eGypGOlOc,13,22,84,A man draws a four sided shape on a screen and then puts an X inside of it.,d7eGypGOlOc_13_22,1
77240,psXeA8sSYdI,25,30,32,A girl is riding a scooter.,psXeA8sSYdI_25_30,1
77383,OE6H_M52Sng,89,97,172,A man squeezes the liquid out of some mixture wrapped in a cloth into a pan and then talks about it.,OE6H_M52Sng_89_97,1
77434,MSrJTeKNzdI,32,36,51,Someone is snow skiing down a slope.,MSrJTeKNzdI_32_36,1
77532,ZvJvNcukZ4w,0,10,20,A badger and a fox are fighting.,ZvJvNcukZ4w_0_10,1
77643,1_6V30igzIk,5,15,109,A small animal on a towel turns around and heads toward someone's hand.,1_6V30igzIk_5_15,1
77741,s-QQWRdF-5Y,19,28,60,Lightning strikes a street lamp and then a satellite dish.,s-QQWRdF-5Y_19_28,1
77789,RieF9wrFd8s,1,8,100,And is fired into an open area at night.,RieF9wrFd8s_1_8,1
77845,HypgcCT1r68,38,46,56,A female teacher reads to the class.,HypgcCT1r68_38_46,1
77912,Z19zFlPah-o,6,11,59,Clouds are quickly floating past a building.,Z19zFlPah-o_6_11,1
78046,Rf0TUCA3XNs,3,16,38,A girl is playing guitar.,Rf0TUCA3XNs_3_16,1
78111,ePujnD4qJO0,62,77,48,"A woman is walking down the street , followed by a ban with no legs.",ePujnD4qJO0_62_77,1
78236,e-sf-hyrkTs,20,35,41,A girl is playing a flute.,e-sf-hyrkTs_20_35,1
78297,tn-Hoz4KbkE,89,93,91,A shirtless man is sitting in an armchair.,tn-Hoz4KbkE_89_93,1
78338,_ZwwKOzpt2I,69,76,34,Meat is being sliced.,_ZwwKOzpt2I_69_76,1
78417,2KrdBUFeFtY,22,27,44,Someone is shuffling a deck of playing cards.,2KrdBUFeFtY_22_27,1
78522,qvSxiVV7jhw,0,15,36,A small dog walking in a  swimming pool.,qvSxiVV7jhw_0_15,1
78692,k06Ge9ANKM8,5,16,56,A cat pops a bunch of little balloons that are on the groung.,k06Ge9ANKM8_5_16,1
78806,8e0yXMa708Y,24,33,50,A woman is quickly climbing up a steep cliff.,8e0yXMa708Y_24_33,1
78855,lm0z7eLsbbw,9,23,55,A chimpanzee is smoking a cigarette.,lm0z7eLsbbw_9_23,1
78912,IY1Fn796MoY,7,10,70,A boy cutting grass at the edge of a sidewalk turns and yells something.,IY1Fn796MoY_7_10,1
79091,d1zdJO3CqVw,1,35,184,A woman is holding a young babies hands while the baby bobs around like it is dancing.,d1zdJO3CqVw_1_35,1
